,input,response,output,f1score
496,    5月6日电，国家卫生健康委召开党组会议，传达学习习近平总书记在5月5日中央政治局常委会会议上的重要讲话精神，研究部署贯彻落实举措，从严从实抓好疫情防控工作。会议要求，要以时不我待、分秒必争的工作状态，抓实抓细各项防控工作，打造新阶段精准防控体系。刻不容缓推进上海和北京等地聚集性疫情处置，尽快实现社会面清零，完善新冠肺炎疫情处置措施，指导各地抓早抓小，力争以最小代价、最小范围、最短时间控制住疫情传播。坚持问题导向加强防控准备，迅速升级常态化防控体系，强化区域协防、省内统筹，多措并举加强方舱医院、定点医院、集中隔离点等资源储备，健全常态化核酸检测采样机制。完善新冠肺炎疫情下的救治体系，建立梯度收治病人和双向转诊机制，全力保障群众日常看病就医需求。及时优化完善防控措施，坚持人、物、环境同防，守住外防输入关口，压实人群聚集场所行业责任、单位责任，从严落实常态化疫情防控举措，坚决防止简单化、一刀切。继续推进科研攻关和疫苗接种工作，有序推进疫苗同源和序贯加强免疫接种，提高老年人接种率。,"行业, 行业政策, 行业监管",API Error,0
497,    内容提要    国内领先汽车零部件企业：公司是中国兵器工业集团有限公司所属上市公司，前身凌云汽车零部件有限公司成立于1995年，并于2003年上市。历经二十余年发展，公司形成了汽车零部件和塑料管道系统双主业共同发展的态势。汽车零部件业务为公司主要收入来源，收入占比保持在80%以上，主要产品包括高强度、轻量化汽车安全防撞系统和车身结构件系统，新能源汽车电池系统配套产品，低渗透、低排放汽车尼龙管路系统和橡胶管路系统。公司在深耕细分领域，取得较高市场地位的同时，采用合资和并购整合等多种手段，持续拓宽产品品类和客户资源。    热成型布局受益轻量化进程：无论是燃油车还是新能源车都面临较强的节能减排压力，因此汽车轻量化都是未来发展必然趋势。热成型高强度钢和铝合金凭借其优良性能成为目前主流的轻量化材料。公司较早便开始热成型项目研究开发，后通过与韩国吉恩斯合作，吸收其优秀技术能力，发展迅猛。合资公司凌云吉恩斯已具备常规热成型产品及门环、软区、材料不等厚等复杂产品的开发生产能力，并实现对特斯拉、比亚迪、上汽通用和广汽丰田等20余家国内外知名主机厂配套供应。公司计划收购凌云吉恩斯剩余股权，并扩张热成型轻量化汽车结构件产能，持续巩固领先优势。    新能源车电池壳需求高速增长：全球共振下新能源车蓬勃发展，带动动力电池需求高速增长。电池壳作为其重要组件，市场空间广阔。公司通过收购德国WAG切入电池壳领域，目前在铝制电池壳的技术工艺和生产技术处于国内领先地位，具备独立设计开发、同步开发和试验验证能力。公司在中国沈阳、涿州、武汉、宁德和德国布局了电池壳生产基地，为保时捷、宝马、PSA、宁德时代、长城汽车等客户配套供应。同时公司计划在盐城、武汉和涿州持续扩张电池壳相关产品产能，更好地实现就近供应，进而加深对下游客户的合作关系。    盈利预测及估值：预计公司2021-2023年分别实现营收为155.74/170.76/183.78亿元，同比分别+15.02%/+9.64%/+7.63%；实现归母净利润2.72/3.53/4.49亿元，同比分别+169.01%/+29.79%/+27.39%；对应2021-2023年EPS分别为0.36/0.46/0.59元，对应最新PE分别为26/20/15倍，给予“推荐”评级。    风险提示：汽车销量不及预期；原材料价格波动超出预期；汽车电动化和轻量化不及预期；客户拓展不及预期；技术创新超出预期。,"公司, 公司经营活动, 公司销售, 市场拓展",API Error,0
498,"    映客(03700-HK)公布，于2020年6月10日回购36.3万股，占发行前已发行股份0.0181% ，每股回购价介乎0.99港元至1.00港元，涉资36.174万港元。
","金融市场, 股票市场, 港股",API Error,0
499,周二，萨尔瓦多成为世界上第一个将比特币作为法定货币流通的国家，支持者表示，这将降低从国外寄回国内大额汇款的佣金成本，但反对者警告称，这也可能会增加洗钱概率。    此项计划由该国总统纳伊布·布克勒 (Nayib Bukele) 牵头执行，据Bukele 表示，使用比特币的话，每年可以为萨尔瓦多人节省 4 亿美元的交易费用。 而这其中大部分汇款都来自美国。    在推出此项政策之前，布克勒总统曾在推特上说，萨尔瓦多已购买了400个加密货币。    若按当前价格计算，市值超过2000万美元。此举当时也将比特币的价格推高了1.49%至高于52680美元。    该国政府已在全国安装了200台具有Chivo 数字钱包功能的比特币自动取款机，该钱包预装了价值30美元的货币，以供使用萨尔瓦多国民身份证号码注册的用户使用。该设备允许将加密货币兑换成美元并在没有佣金的情况下提取。    该政府表示，出于公共性目的，美元仍将是该国货币，技术上无法接收电子货币的商家将不受法律约束。    该国小镇El Zonte是实施这一政策的中心，该镇目前正努力成为世界上最早的比特币经济体之一。    居住在这里的商店老板雷纳·伊莎贝尔·阿吉拉尔 (Reina Isabel Aguilar) 表示，“采用比特币作为法定货币的作法将是有益的......我们在美国有家人，他们可以免费汇款，如果经过银行，则会收取从美国汇款到萨尔瓦多的费用。”由于萨尔瓦多美元化的经济形态严重依赖海外移民寄回家的汇款，仅去年一年，向萨尔瓦多汇款的金额就接近60亿美元，占其国内生产总值的 23%，是世界上汇款比率最高的国家之一。    公众怀疑这项政策的发起人伊布·布克勒 (Nayib Bukele)，在该国富有魅力且广受欢迎，虽然其本人的支持率超过80%，但据民意调查显示，萨尔瓦多人对使用比特币持怀疑态度，三分之二的受访者表示应废除该项法律，而超过 70% 的受访者表示他们更愿意使用美元。    一些分析师认为，让比特币与美元一起成为法定货币的举动可能会扰乱萨尔瓦多寻求与国际货币基金组织 (IMF) 达成超 10 亿美元融资协议的计划。    Stifel Nicolaus & Co. 董事总经理 Nathalie Marshik 说：“加密货币很吸引人，但它未经测试且情况复杂，特别是对于像萨尔瓦多这样的国家，这是极其危险的，还有一个问题是，Bandesal（萨瓦多尔银行）的资金是否足够大？加密货币的法规是否有效？这些都仍要打一个问号。”虽然巴哈马今年推出了自己央行支持的数字货币沙元，委内瑞拉也有自己的电子货币Petro，但它们与比特币等去中心化的加密货币有很大不同，这是因为，比特币的用户十分重视独立于政府和中央银行之外。    中南美洲其他政府的行动也得到密切关注。上个月，古巴开始将岛上已经使用的加密货币合法化，而巴拿马和乌拉圭等其他国家的立法者也提出了类似的立法条例。,"金融市场, 虚拟货币",API Error,0
500,    日前，重庆三峡银行上市申请获监管机构批准，A股有望迎来信托系商业银行。作为三峡银行的大股东，持股29%的重庆信托也有望进一步巩固在信托行业的领先位置。    事实上，信托公司利用自有资金投资金融机构股权并不是新鲜事，银行则是最受信托青睐的金融牌照。据了解，目前国内共有12家信托公司入股21家银行。有业内研究人士指出，信托投资银行主要看重财务回报，获取稳定的投资收益，另外，同属金融行业的业务协同作用也是信托参与银行股权的重要原因。    三峡银行上市获批大股东重庆信托将受益6月17日，中国银保监会官网发布公告，重庆三峡银行公开首次发行A股股票并上市获监管批复同意。公告显示，重庆银保监局同意重庆三峡银行首次公开发行A股股票，发行规模不超过18.58亿股；发行所募集资金扣除发行费用后，应全部用于补充核心一级资本。2019年年报数据显示，三峡银行实现营业收入44.92亿元，实现净利润16.05亿元，分别较2018年同期增长18.94%和25.42%。    三峡银行曾在2019年年报中提及，“2020年，面临重要的上市机遇期，将落实上市银行的各项标准，力争实现上市”。据此，业内人士认为，获监管部门放行后，三峡银行有望近期向证监会申报IPO。    作为控股股东，重庆信托持有三峡银行29%股份。业内普遍认为，三峡银行上市后，对重庆信托的业绩助推作用将进一步凸显。    目前，业内有部分信托公司凭借对银行的投资获取丰厚的固有业务投资收益。典型如江苏信托。作为上市银行江苏银行持股8.04%的第一大股东，江苏信托多年来受益于该笔股权投资的收益，多项关键业绩指标长年处于信托行业前列。据相关年报，2019年江苏银行为江苏信托贡献的投资收益为8.20亿元。    有业内人士认为，目前信托行业加速转型，而固有业务将有助于信托公司平滑信托业务转型带来的业绩波动，固有业务实力较强的信托公司业绩表现将更加稳定。云南信托发布的研报显示，2019年国内66家信托公司固有业务收入总额为332.37亿元，与2018年同期的252.39亿元相比大幅增长31.69%。固有业务收入最高的为江苏信托(20.82亿元)，主要来自于对于江苏银行、利安人寿保险等金融机构长期股权投资所产生的投资收益。收入增速方面，陕国投信托固有业务收入增速高达1009.27%，观察其财报可发现其主要是自营业务的投资收益(3.32亿元)，以及公允价值变动收益(1.84亿元)，这两项相比2018年大幅度增加。    银行股权受信托热捧财务投资成首要原因按照信托公司管理办法规定，信托公司投资业务限定为金融类公司股权投资、金融产品投资和自用固定资产投资。这也就形成了信托公司普遍有金融股权投资的格局，银行则是最受信托欢迎的投资对象。    “根据信托公司2019年报披露的信息，全行业68家信托公司中，有12家信托公司利用自有资金参股了21家银行。”百瑞信托博士后工作站研究员高智贤对《证券日报》记者分析道，信托公司投资银行股权首要原因是财务投资，商业银行是可以获得稳定现金流的资产，而且由于同在金融系统，信托公司对于商业银行的业务模式也更加熟悉，对其内在价值也能够进行更好的评估，所以商业银行是信托公司比较青睐的投资标的之一。    高智贤对记者表示，“信托公司投资银行股权的另一个原因是方便业务协同和信息沟通，尤其是信托公司往往投资一些与其同在一地的商业银行，这对于本地资源与信息的共享有极大益处。信托公司与商业银行的业务协同点很多，商业银行的优势是营业网点多、信用等级高，信托公司的优势是业务模式灵活、交易结构可定制化，二者协同发展相互促进，不论对于信托公司还是商业银行的发展都有极大好处。”,金融市场,API Error,0
501,养老金一直是大家热议的话题，它对于各位老年朋友们的晚年生活起着至关重要的作用。有养老金的老人和没有养老金的老人，在生活中有很大的差别，不仅关系自己的日常，还可能会影响家庭关系。今天我们就来简单地聊聊有养老金和没有养老金的晚年生活，有怎样的不同，如果你的晚年没有养老金做打算，最好尽早为自己准备好日后的保障。第一，生活内容有养老金的老人，即便养老金数额不多，但还是能补贴很大一部分的日常开销，每个月多多少少的都能攒下一些钱，所以晚年的生活会比较自在，时间可以用去做那些自己喜欢的事情，比如去老年大学充实自己，或者去旅旅游散散心，能安安稳稳的享受自己的晚年生活。但是对于一些没有养老金的老人来说，能够用来养老的钱，只有节衣缩食攒下的养老本，想要避免时候生病就医或突发状况，就要继续努力攒钱。无奈之下，尽管年纪一把，只要自己身体还没有累垮就得去为生活继续奔波，再就业成了他们的首选。还有一部分人，因为自己的生活难以负担，需要子女的接济，所以老人搬去与子女同住，虽然吃喝不愁了，却也成了孩子的免费保姆，仍然感到非常的疲惫。第二，子女负担第一批独生子女的父母渐渐地步入老年，如果小两口双方都是独生子女，那意味着着两人不仅在忙于工作时照顾年幼的孩子，还要兼顾四位老人的养老问题，对于他们来说身上的担子并不轻松。如果老人自己有养老金，日常生活可以自给自足，或子女给一些适当的补贴即可，可以将更多的钱用于还房贷车贷或孙辈的教育问题。而老人如果没有养老金，晚年的完全依靠积蓄养老并不现实，坐吃山空终有一天会弹尽粮绝，所以对于这样的老人来说晚年生活主要靠子女的接济，子女身上的经历负担会重一些，可能双方的生活质量都不会太高。从这样的角度来看，老人有养老金，子女的负担会相对小一些。第三，家庭关系自己有养老金，晚年生活当然用着自己的钱，不需要完全依赖他人，更不用看对方的脸色过日子，生活自然会轻松自在许多。特别是在家庭的相处之中，自给自足可以不麻烦子女，在他们遇到问题时还能接济一把，不仅子女不会越来越疏远我们，儿媳和女婿自然也不会多说什么，反而多了一些尊敬，这样一来家庭关系会更加和睦一些。而如果老人没有养老金，难免需要经常麻烦子女，一次两次的还好，可时间久了尽管孩子们不说，也能感受到他们有一些情绪，家庭关系可能会因此受到影响，虽然这样并非是每个家庭的现状，但不得不承认现实生活中有很多这样的情形。,"宏观, 社会, 社会保障",API Error,0
502,12月5日，或将是欧盟禁止从海上进口俄罗斯原油的“大限”，距今已不足三个月。然而在这最后时刻却出现了相当尴尬的一幕：欧洲国家正在疯狂从俄罗斯进口原油，希望能够在禁令正式生效之下，把油罐装满。如今欧洲的俄罗斯原油进口量仍超过100万桶/日，延续上个月的高位。媒体统计数据显示，目前俄罗斯每日通过海运出口的原油量达到332万桶左右，这意味着其中三分之一都会运往欧洲。在本月首周，俄罗斯对北欧国家的原油出口量出现显著增长。这种大量囤货的行为反映出，欧盟6月宣布的原油禁令并没有削弱欧洲国家对俄罗斯原油的青睐，这也印证了印度石油部长Shri Hardeep Singh Puri在本周一所表达的观点。Puri在接受媒体采访时表示：欧洲之所以会疯狂囤货，是考虑到虽然目前油价承压下行，然而一旦禁令生效，油价很可能会在欧洲经济最低迷之际反弹，为此要提前做好准备。值得注意的是，虽然在欧洲电力市场的边际成本定价机制中，天然气价格和电力价格的关系更为紧密。但是在今年早些时候，由于天然气价格飙升，部分欧洲公用事业公司开始转向通过原油发电。因此在天然气价格未恢复到正常区间之前，通过原油发电仍然被视为一种可行方案。并且相较于天然气，原油的替代,"行业, 行业竞争, 行业市场营销, 行业政策, 行业监管, 进出口政策",API Error,0
503,电商行业竞争激烈，尤其是在现今大环境下，许多实体企业都在向线上转型，也就是说，流量的竞争是相当难的，如何留存用户也是平台需要考虑的问题，平台如何留住用户呢？留存的方法很多，最为重要的是需要增加用户与平台的黏性，并且让用户获得一定的利益，这样的留存方法更为有效。这里就需要用到一些工具，也就是电商商业模式。广告电商结合了社交电商+广告分佣的特性，让用户在平台购物的同时可以获得积分，并且还能通过观看平台对接的广告任务，让用户手中的积分直接兑换成现金，最终实现广告主、平台和消费者三方共赢的效果。广告电商的核心是积分，积分的获取方法多种多样，可以通过注册、活动、拉人、签到、购物等等方式。例如：签到：假设用户每天签到可以领取1个广告积分，通过消耗广告积分观看广告任务，将1个积分兑换成1元的现金。拉人：比如邀请一个新用户注册，可以领取5个积分，消耗5个积分观看5个广告任务，即可兑换成5元现金，等于邀请一位新用户即获得5元奖励。购物：购物消费100元，获得100元积分，每天最多观看5个广告，即最多返5元，20天即可返100元，等于用户免费获得产品。（规则有平台设定）广告电商的应用场景很多，给用户让利的同时，大大增强了与用户之间的黏性，并且用户裂变速度快，效果极佳，是一个留存效果非常不错的商业模式。软件系统开发、营销方案设计、商业模式策划，可找小编获取。,"公司, 公司经营活动, 公司销售, 公司营销",API Error,0
504,德勤中国全国上市业务组16日发布最新报告称，根据预计将于2020年12月31日新股融资所得的金额计算，纳斯达克将会成为2020年领先全球新股市场的交易所，香港交易所将会取得第二位，上海证券交易所紧随，深圳证券交易所将会取得第五位。    报告分析称，在新经济新股上市、美国对海外发行人监管监督改变所产生的情绪，以及各式各样改革的推动下，尤其是上海科创板的稳健发展、为红筹企业回归优化上市规则、推出恒生科技指数、创业板推行试点注册制等，将共同推动内地和香港新股市场2020年迈向高峰。    展望2021年，这些趋势将持续。报告认为，注册制促进更多新股在上海证券交易所科创板和创业板上市，或会扩展到主板和中小企业板推行。此外，更多中概股回归寻求二次上市，或考虑香港或内地为其上市的首选地。    截至2020年12月31日，香港市场预计会有145只新股上市融资大约3973亿港元，而2019年为164只新股融资3155亿港元。这意味着新股数量下跌12%，而新股融资额增加26%。这其中，逾九成的融资额来自内地企业。    报告预计，到2020年底，A股市场共有388只新股融资4645亿元人民币，而2019年则有201家公司上市融资2491亿元人民币。与2019年相比，2020年新股发行数量与融资额分别上扬93%和87%。    报告分析说，2021年内地新股市场将会进一步扩容，虽然大部份发行人仍然会以中小规模为主，但是预计每个市场均将迎来更多新股发行与募集更多资金。预计上交所科创板约有150至180只新股，融资约2500亿元至3000亿元人民币；140至170家企业或于创业板上市，融资约1400亿元至1700亿元人民币；主板和中小企业板大约120至150只新股，融资约1300亿元至1700亿元人民币。,"公司, 投融资, 筹资, IPO",API Error,0
505,    软件系统是信息技术之魂、经济转型之轴。近期召开的中央经济工作会议强调，要统筹推进补齐短板和锻造长板，针对产业薄弱环节，实施好关键核心技术攻关工程，尽快解决一批“卡脖子”问题。近年来，我国信息技术产业发展步伐加快，自研操作系统通过不断的迭代优化，稳定性和易用性大幅提升，配套的应用生态日渐成熟，已经能够满足日常办公的需求。    作为最早从事操作系统研发的工作者，中国工程院院士沈昌祥在2020统信UOS生态大会上表示，操作系统是整个软硬件的核心系统，承上启下，起着指挥作用。十年前，我国致力于解决现有系统的安全加固问题，掌握全球操作系统的领先技术。把握操作系统研发和生态构建的话语权固然重要，但从目前的生态环境来看，光掌握话语权还不够，还必须全面兼顾操作系统的安全性。    如何看待新环境下的安全问题?沈昌祥指出，当前时代环境下的安全，跟以前所谈的正确性、可靠性的安全性质不同，那么首先需要弄清楚出现安全问题的原因是什么。    沈昌祥介绍，计算机不能处理所有的逻辑组合，过往的计算机围绕着计算任务，以可靠、高效作为目标，那么系统只要处理计算任务有关的逻辑就可以了，大量逻辑没处理，就留下了可以被利用的漏洞，安全问题时有发生。因此，做软件甚至操作系统，安全治理服务应该跟上。    信息系统是现实社会的影射，应当建立安全治理体系全程管控，技管并重，这样才能构建可信的网络安全社会保障体系。沈昌祥表示，若要安全地服务信息社会、数据社会，必须从根本上调整计算理念。第一，要一边计算一边防护。第二，要增加防护部件、科学可信的计算部件加防护部件双体系部件。第三，构成系统一定要安全可信。以上构成了主动免疫的可信计算系统。    何为主动免疫的可信计算?据沈昌祥介绍，主动免疫的可信计算采用运算和防护并存架构，以防利用逻辑缺陷进行攻击的新计算模式，以密码基因产生抗体实施身份识别、状态度量、保密存储等主动免疫机制，及时识别“自己”和“非己”成分，从而破坏与排斥进入机体的有害物质，相当于为计算机信息系统培育免疫能力。    主动免疫框架内的节点必须有独立的可信检测软硬件，并与计算资源的软硬件并行形成双体系结构，实施计算运算的同时进行安全检测，而不是简单地在串行结构上加安全功能的防护。就像人体的免疫功能一样，抗体每时每刻对机体进行监控，也是双并行结构。    面对当前复杂的世界格局，业界更要将信息系统的安全建设放在发展首位。“新的计算模式必须建立新体系框架，实施安全管理支撑下的计算环境、区域边界和通信网络三重主动免疫防御框架，实现攻击者进不去、非授权者重要信息拿不到、窃取保密信息看不懂、计算资源改不了、系统工作瘫不成和攻击行为赖不掉的安全防护效果。这与防控新冠病毒相似，既要对社会环境进行管控，也要使人保持自身机体免疫力，戴口罩隔离，同时还要严控来往的联络人员，这样才能有效控制疫情。”沈昌祥说。 ,"行业, 行业竞争, 行业技术, 技术突破, 行业自律, 会议",API Error,0
506,公司积极拥抱新能源，进入特斯拉供应体系彰显竞争实力，有望随特斯拉不断成长，实现量价利齐升，此外还拓展理想汽车、蔚来汽车、比亚迪、广汽新能源、吉利汽车、长城汽车等新能源车型。中长期看，全球车企降本压力加大下，内饰进口替代加速，国内规模达千亿元，预计自主品牌渗透率将持续提升，公司有望凭借高性价比和快速响应能力加速抢占份额。 公司的商用车客户主要包括一汽解放、北汽福田等，预计配套份额达60%以上，未来将通过拓品类、借重卡升级换代之际加速渗透其他客户并实现全球配套等方式实现份额的持续提升。短期看随着疫后经济修复，重卡销量有望周期向上，预计2023年较高毛利率的商用车内饰业务有望实现回升，贡献增量。考虑到技术、成本、客户和布局四大核心竞争力，公司份额或将持续提升，建议长期关注。【总结】公司业绩大幅增长，主要是受益于下游配套客户的持续放量。考虑到技术、成本、客户和布局四大核心竞争力，或将驱动公司份额持续提升，建议长期关注。,"公司, 财务, 业绩预告",API Error,0
507,7月18日电，有投资者问，公司的研发和销售资源，是否会向锂电项目投入，未来战略是否重点发展锂电等新能源材料?？    利民股份在互动平台表示，新能源公司是由关士友教授团队管理，销售与现有农兽药销售相对独立，集团公司会基于现有研发中心，给与研发资源支持。公司在锂电新能源材料有具体项目规划，详细信息。,"公司, 公司经营活动, 公司生产, 公司产能, 新工厂/新项目",API Error,0
508,    9月1日讯，超级电容板块继续走弱，跌幅超过3%，其中山东章鼓跌幅超10%，振华科技跌幅超9%，江苏国泰跌幅超8%。,"金融市场, 股票市场, A股",API Error,0
509,9月24日，记者从省发展改革委获悉，亚洲基础设施投资银行（简称“亚投行”）在我省的首笔贷款已经获得了国家发展改革委批复，1.5亿美元（约合人民币9.67亿元）“活水”投向郑州国际陆港多式联运物流枢纽体系建设项目，助力我省交通优势转变为枢纽经济优势。这笔贷款该咋用？据了解，郑州国际陆港多式联运物流枢纽体系建设项目总投资16.43亿元，亚投行贷款1.5亿美元，其余配套资金自筹解决。其中3837万美元用于国际陆港多式联运集疏中心二期建设，主要包括国内公路物流仓库、配送转运仓库等；7217.3万美元用于汽车整车进口口岸二期建设，主要包括建设进口企业配件库、汽车展示周转库等；3908.2万美元用于保税物流中心建设，主要包括保税展示仓库、分拨仓库、报关大厅等；还有部分资金用于中欧多式联运综合服务信息平台建设。省发展改革委相关负责人介绍，项目建成之后，将为搭乘中欧班列的进出口货物提供“歇脚点”，为进出口企业提供更多有效服务。,"公司, 公司经营活动, 公司生产, 公司产能, 新工厂/新项目",API Error,0
510,    7月27日电，凯格精机发布2022年半年报预增公告，预计今年上半年净利润为5487.19万元~5730.89万元，扣非后归属公司股东净利润变动1.45%至5.96%,"公司, 财务, 业绩披露, 半年度报告, 业绩预告",API Error,0
511,纽约联储公布的一项调查显示，美国消费者下调了对中短期通胀上升幅度的预期，暗示对通胀的担忧可能正在得到缓解。    周一，根据纽约联储对消费者预期的月度调查，1年期通胀预期出现自2020年10月以来的首次下降，从2021年12月的6.0%降至2022年1月5.8%的中值。1月份，对3年后的通胀预期从2021年12月份的4.0%降至3.5%，自2013年此项调查启动以来，这是最大的月度降幅。    调查显示，消费者预计，食品、房租、汽油和医疗费用在未来一年的上涨速度将更加缓慢。尽管通胀预期有所下降，但对短期和中期的通胀预期仍高于疫情前的水平。    美联储官员正在密切关注通胀预期，在上周公布的数据显示1月份物价同比飙升7.5%，达到40年来最快的年度增速后，他们面临着更大的行动压力。    然而，纽约联储主席威廉姆斯周一在一篇博文中发布的新研究显示，与新冠疫情之前相比，通胀意外对中长期通胀预期的影响较小。通胀意外指的是实际通胀率与预期通胀率之间的差异。    研究人员写道：“这些发现表明，消费者在对长期通胀预期进行展望时，从通胀消息中得到的信号不如疫情之前那么多，而且他们并不认为当前的高通胀会持续很长时间。”,"宏观, 经济金融政策, 国家政策, 金融政策, 货币政策, 海外市场金融政策, 美联储, 经济形势, 国家经济形势",API Error,0
512,    7月14日，从渠道消息显示，南方核心成长昨日首发，上午10点左右，南方核心成长基金全渠道认购量就超过募集上限的50亿。上午就传出150亿认购量的消息，而中午就有消息称认购量达到220亿。在最终从银行渠道传出消息显示，该基金募集规模超过300亿。    同时，南方基金就紧急发布南方核心成长混合型基金提前结束募集的公告，截至7月13日，该基金募集期内的募集总规模已超过募集规模上限，该基金的募集截止日提前至7月13日，并自7月14日起不再接受认购申请，提前结束募集。同时将对7月13日的认购申请进行比例确认，比例确认的结果由基金管理人另行公告。    中国银河证券基金研究中心数据显示，上周(7月6日至7月12日)新基金发行21只，募集1087.89亿元，其中股票方向基金新发行8只，募集751.68亿元。,"公司, 投融资, 筹资",API Error,0
513,12月23日，众安保险宣布，伴随着一位消费者于12月15日在众安保险APP购买的尊享e生2020版成功出单，全国范围内首张数字人民币保单出炉。众安保险表示，今年11月，众安保险与中国建设银行启动数字人民币在保险线上场景应用的合作，部分试点用户可以通过众安保险APP使用数字人民币购买尊享e生2020版。此后，众安保险还将陆续为旗下主要产品提供数字人民币保费支付服务，持续与建行在数字人民币在保险领域的场景化应用展开研究和合作。,"公司, 公司经营活动, 产品业务, 公司工程项目, 新业务/新产品",API Error,0
514,"随着我国逐渐步入老龄化社会，银行的老年客户群体比重也在逐步上升。为进一步增强“敬老、爱老、助老”的服务意识，着力构建客户满意银行建设，近年来，工行吉林省分行始终高度关注老年客户金融服务工作，在提升服务品质和服务效能方面做了很多努力。今年以来，该行以工总行“客户为尊、服务如意”的服务理念及“客户至上、服务实体”的工作思路为引领，在全省范围内启动服务工程，深化打造全省各地区特色服务文化，旨在通过创新举措，进一步巩固和夯实客户服务管理基础，不断提升金融服务能力。同时，该行持续强化老年客户服务建设，用优质服务践行社会责任，切实彰显大行担当。一、以人为本、精细服务 专业细致的服务背后，要有完善的制度和有效的措施作为支撑。工行吉林省分行持续完善和强化全省服务管理工作举措，不断细化对老龄客户的服务工作，不断完善网点服务设施，持续优化服务环境。营业网点外部设置无障碍通道，方便行动不便的客户进出网点；营业网点内部配备爱心座椅、老花镜、饮用水，设立便民服务区、配备医药箱、轮椅等服务设施，部分网点还设立老年客户专属服务窗口，为老年客户开辟业务办理绿色通道。细节之处体现服务的以人为本和无微不至。该行针对老年客户群体出台了细致周到的金融服务方案。全面加强厅堂服务流程管理，从引导、问询、辅助等多环节入手，提升厅堂客服人员敏感度，及时发现并积极为老年客户提供优先服务。通过提高对老年客户的关注度，确保业务办理高效率，节约老年客户等待及业务办理时间，从而切实维护老年客户利益，充分满足其金融需求，保障老年客户在工行能够获得更加精细化和人性化的金融服务，树立了良好的工行服务品牌形象。二、持之以恒、温暖人心 各地区分行在推动敬老、爱老、助老服务建设的过程中，不断用实际行动诠释着“客户至上”，用优质服务保持着“工行温度”，涌现出很多感人至深的服务事迹。近日，工行网点厅堂客服经理巡视时看到一位行动不便的老年客户，在等候区等待办理业务，便立即上前询问客户需求，得知该客户需要办理密码重置业务，该客服经理立即开辟绿色通道，优先为其办理了密码重置业务。在办理业务过程中全程陪同，并提供优质服务，该客户及家属非常感动，连连称赞。在抗美援朝纪念币发行期间，网点来了一位老年客户，经询问得知，该客户是参加过抗美援朝战争的老兵，很想买一套抗美援朝纪念币作为纪念，但此纪念币需要抽签购买，几率特别小。该网点理财经理得知老人的难处后，当即协调工作人员利用自己的名额为老兵进行了预约购买。11月的一天，一位80岁老年客户来到工行网点，该客户办理社保卡领取业务，但经查询该客户社保卡并未发至该网点，而是发到了另外网点。考虑到天气寒冷，客户年龄较大，行动不便，该网点人员立即驾车将老人送到社保卡所在网点，客户顺利办理了业务。多年来，全省各工行网点人员一直坚持执行“特事特办”制度，克服网点客户多，员工少等实际困难，无数次为行动不便的客户，特别是老年客户提供上门金融服务，得到广大客户和社会各界的高度赞扬……这一桩桩服务实例只是工行“坚持不懈、用心服务”的一个缩影，而就是这样一个一个的平凡之举温暖着人心，就是这样一点一点的久久坚持获得了客户认可，这就是对“您身边的银行，可信赖的银行”最好的注解。 “只有坚持用心做好每一个服务细节，才能在平凡的服务工作之中创造出不平凡的价值，传递满满的正能量。”该行网点一位厅堂客服人员如是说。工行吉林省分行始终坚信“客户服务无小事”,他们在以大行之责践行服务管理，用优质服务满足客户金融需求，一切以客户为中心。通过多年的努力，凝聚了众多忠诚客户，赢得了良好社会口碑，夯实了经营发展基础。工行吉林省分行还将持续丰富和延伸客户服务的内涵，创新举措、凝聚共识，不断为社会各界提供更优质、更周到、更卓越的金融服务，以实际行动积极践行国有大行的社会责任与担当。","公司, 对外关系, 公关, 企业社会责任",API Error,0
515,港资6月21日，净卖出27.2万股，约211.74万元，减持比例：0.01%，成交占比：0.753%，持股比例：2.127%，连续2个交易日减持，近5个交易日比例变化：-0.033%，近22个交易日比例变化：23.387%，近66个交易日比例变化：18.203%。 近一月港资持股变动如下： ,"金融市场, 股票市场, A股",API Error,0
