,input,response,output,f1score
431,"07月06日，奋达科技获深股通增持94.67万股，最新持股量为488.72万股，占公司A股总股本的0.27%。                            
近五日持股量数据                            
                            
持股量及股价变动图                            
                            
注：文中持股数量经过前复权处理，可能存在与港交所披露不一致的情形。                            
免责声明：本文基于大数据生产，仅供参考，不构成任何投资建议，据此操作风险自担。",积极,中性,0.0
432,"7月6日北向资金减持9.11万股七彩化学。近5个交易日中，获北向资金增持的有4天，累计净增持67.37万股。近20个交易日中，获北向资金增持的有12天，累计净增持83.35万股。截至目前，北向资金持有七彩化学243.93万股，占公司A股总股本的0.59%。七彩化学（300758）主营业务：致力于绿色环保高性能有机颜料及染料的研发和生产,同时以氨氧化技术为载体向高级有机新材料领域拓展,业务范围涵盖染、颜料、染颜料中间体、新材料及材料单体;染颜料服务于油墨、涂料、塑料等领域;新材料服务于石油/页岩气开采、交通运输、机械设备、医疗器件、5G通信、挠性覆铜板等领域。七彩化学2023一季报显示，公司主营收入2.64亿元，同比下降18.45%；归母净利润-1480.49万元，同比下降160.06%；扣非净利润-1759.09万元，同比下降161.46%；负债率42.29%，投资收益129.25万元，财务费用974.08万元，毛利率21.55%。小知识北向资金：是沪股通与深股通的合称，指的是从香港股市中流入A股市场的资金。投资者在每日盘后三小时内可以在港交所网站或各大交易软件中查询到当日的北向资金十大成交股票。北向资金单日的净流入流出一般是短期交易行为，但通常来说，北向资金连续净买入、持有比例较高的股票表明外资长期看好，长线投资价值较大。而北向资金连续净卖出的股票则可能在长期面临基本面转差、股价下行的风险。 ",消极,消极,1.0
433, 7月7日，深交所披露 中交地产 股份有限公司2023年面向专业投资者公开发行绿色公司债券项目状态更新为“已受理”。观点新媒体获悉，本期债券品种为小公募，拟发行金额10亿元，承销商或管理人为国新证券股份有限公司，项目于2023年7月6日获得受理。募集说明书显示，本期债券期限不超5年，可以为单一期限品种，也可以为多种期限的混合品种。发行人主体信用等级为AA+，募集资金扣除发行费用后，拟全部直接用于4个绿色项目公司的建设及运营、补充绿色项目配套营运资金及偿还绿色项目的有息债务。据悉，这4个项目为惠州中交雅颂置业有限公司商住项目、天津红桥报春里项目、陕西西咸新区中交沣河映象小区、惠州中交和风春岸花园。,积极,中性,0.0
434,"分时图快速拉升意味此时存在大单买入，在大单的推动下，股价快速地上涨。截止发稿，中创环保（300056）涨幅1.93%，成交量2.242万手，换手率0.58%。资金流向数据：主力资金净流入218.98万元， 占总成交额12%， 其中超大单净流入447.00万元， 大单净流出228.01万元， 散户资金净流出21.33万元。所属板块表现：环保行业 -0.12%、PVDF概念 -0.77%、创业板综 -0.60%、预盈预增 -0.39%等。公司主营：其他通用设备制造业;其他质检技术服务;特种设备的维修;特种设备的改造;特种设备的安装;特种设备检验检测;非织造布制造;其他非家用纺织制成品制造;其他未列明制造业(不含须经许可审批的项目);纺织品、针织品及原料批发;经营各类商品和技术的进出口(不另附进出口商品目录),但国家限定公司经营或禁止进出口的商品及技术除外;经营本企业自产产品的出口业务和本企业所需的机械设备、零配件、原辅材料的进口业务(不另附进出口商品目录),但国家限定公司经营或禁止进出口的商品及技术除外;工程和技术研究和试验发展;环境保护监测;工程管理服务;专业化设计服务;其他未列明专业技术服务业(不含需经许可审批的事项);大气污染治理;钢结构工程施工;其他未列明建筑安装业;从事城市生活垃圾经营性清扫、收集、运输、处理服务;危险废物治理;放射性废物治理;金属废料和碎屑加工处理;废弃电器电子产品的回收与处理;市政设施管理;城乡市容管理;绿化管理;水污染治理;固体废物治理(不含须经许可审批的项目);室内环境治理;其他未列明污染治理;污水处理及其再生利用;其他水的处理、利用与分配;非金属废料和碎屑加工处理;环境保护专用设备制造;水资源专用机械制造;再生资源回收(不含固体废物、危险废物、报废汽车等需经相关部门批准的项目);公路管理与养护(凭相关资质证书开展经营活动);建筑工程机械与设备租赁;其他未列明的机械与设备租赁(不含需经许可审批的项目);生态监测;水资源管理。 ",积极,中性,0.0
435,赛力斯SF5，华为与赛力斯合作研发的增程式电动车产品，在国内市场虽然停产了，但最近却进军了欧洲市场，被命名为Seres 5。这款车型在欧洲售价翻倍，却获得了相当的关注和订单。在国内新能源汽车市场，产品迭代是常态，尤其在智能汽车领域。相比合资品牌和海外品牌，国内的新能源汽车厂商在智能驾驶和充电技术方面已经展现出巨大的优势。这使得一些在国内市场停产或面临竞争压力的车型，在海外市场依然具备产品优势。赛力斯SF5进入欧洲市场后，与当地经销商合作进行销售。在挪威，赛力斯选择了当地的汽车经销商Sandven AS作为合作伙伴，两者共同推进车型的市场推广和宣传。欧洲市场的Seres 5车型配置与国内车型保持一致，包括两驱和四驱车型。四驱车型的百公里加速仅为4.68秒，相当于许多搭载4.0T发动机的车型水平，展现出强劲的性能。赛力斯SF5在欧洲市场的售价为约50-59万元人民币，相较于国内市场直接提价30万元左右。虽然赛力斯SF5在国内市场停产，但在欧洲市场的销量和订单却逐渐增长。这也凸显了欧洲车企在新能源汽车领域的相对滞后，以及国产新能源汽车在产品力上的优势。然而，对于国内车企来说，在海外市场获得规模销量仍然具有挑战性。尽管赛力斯SF5在欧洲获得了超过2万辆的订单，但单一品牌或车型在海外市场达到畅销级别仍然是一个难题。品牌知名度和欧洲市场对本土车企的保护政策都是制约因素。总的来说，赛力斯SF5进军欧洲市场，展现出了国产新能源汽车在产品优势上的潜力。虽然在国内市场可能面临竞争压力，但在国外市场却能够获得更多的认可和市场份额。随着国内新能源汽车技术的不断进步和产品的持续优化，未来国产新能源汽车有望在全球市场取得更大的成功。,积极,积极,1.0
436,"2023世界人工智能大会将于7月6日至8日在上海举办。本次大会上,云天励飞展示了自主设计开发的新一代边缘计算芯片 Deep Edge10 系列 SoC 芯片,并公布“天书”大模型的最新动态。大模型与芯片全面亮相本次世界人工智能大会上,云天励飞展示了新一代边缘计算芯片 Deep Edge10 系列 SoC 芯片。该芯片于2022年底成功流片,采用国内先进工艺,支持多芯粒扩展的 Chiplet 技术,可提供 12TOPS(INT8)整型计算和 2T FLOPS(FP16)浮点计算的深度学习推理计算算力,满足市场对处理芯片在算法的多样性、准确性、算力密度及效能方面的要求,可广泛应用于AIoT边缘视频、移动机器人等场景。预计今年量产投入使用。此外,云天励飞还在大会上首次揭露大模型“云天天书”的最新情况。据介绍,“云天天书”基础大模型架构包含三个层级:通用大模型、行业大模型、场景大模型。云天励飞基于算法开发平台和算法芯片化平台,并通过海量高质量数据预训练生产通用大模型;在通用大模型基础上,引入高质量行业数据,生产行业大模型;再在行业大模型基础上,通过细分场景数据微调研发场景大模型。通过这样的三级架构,让大模型为千行百业赋能。“算法芯片化”能力加速AI落地云天励飞核心能力是“算法芯片化”。所谓“算法芯片化”不是“算法+芯片”,而是云天励飞基于对场景的深刻理解,以及对算法关键计算任务在应用场景中的量化分析,将芯片设计者的理念、思想与算法相融合的AI芯片设计流程。这一理念同样在本次展出的 Deep Edge10芯片和“云天天书”大模型上有所体现。DeepEdge10可为大模型在边侧推理场景提供充足算力,可以解决大模型应用和部署过程中的各类挑战,包括新的神经网络计算范式、高带宽传输、分布式并行计算、低精度混合计算等,能够为大模型和实际应用场景嫁接起桥梁,让大模型技术能够高效、低成本地部署到终端,帮助场景探索更多大模型的创新应用。“应用产生数据、数据训练算法、算法定义芯片、芯片赋能应用”——这是云天励飞一直以来坚持的人工智能发展之路,基于这个思路,云天励飞于2020年正式提出“自进化城市智能体”的战略目标。在战略目标的指引下,云天励飞已经在深圳、东莞、青岛、成都、杭州、上海、北京等多个城市实现项目落地,成功打造了一系列标杆式项目。与中国电子联合展示“AI国家队”实力本次云天励飞展位在中国电子展区内,作为中国电子信创产业的一部分亮相。云天励飞是中国电子主导的“自主安全计算产业生态链”的重要支撑单位。目前,云天励飞与中国电子已在信创产业生态链的诸多领域展开合作,包括与中国电子飞腾CPU、麒麟OS操作系统完成适配兼容,联合推出飞腾机器视觉系统联合解决方案,以及基于公司AI芯片打造的中国长城台式机立体指静脉生物识别模组、智能工控盒子等硬件产品。另外,在以IP为基础的人工智能平台生态合作方面,云天励飞2022年与国内头部的AIoT芯片设计厂商、智慧汽车芯片设计厂商、服务机器人厂商、国家重点实验室等形成了合作,提供公司的最新一代人工智能处理器NNP300的IP授权,由下游厂商进行面向行业的人工智能芯片设计和生产。本届WAIC期间,云天励飞还将与中国电子云、中国电子技术标准化研究院、中国信通院、华为昇腾等企业和机构联合发起一系列人工智能、芯片、大模型相关的生态联盟,与行业内头部企业与机构一起,共建健康、有序的人工智能发展环境。敬请各位持续关注!",中性,积极,0.0
437,"招商积余001914时间: 2023年7月7日星期五43.43分综合得分偏弱趋势方向主力成本分析14.58元当日主力成本14.81元5日主力成本14.95元20日主力成本15.18元60日主力成本周期内涨跌停过去一年内该股涨停1次跌停0次北向资金数据持股量 675.69万股占流通比 0.63%昨日净买入 15.94万股昨日增仓比 0.015%5日增仓比 0.011%20日增仓比 -0.045%技术面分析15.08短期压力位14.64短期支撑位15.29中期压力位14.51中期支撑位股价跌破短期支撑位，短线观望为宜； 目前中期趋势不慎明朗，静待主力资金选择方向K线形态★三只乌鸦★可能见顶回落资金流数据2023年07月07日的资金流向数据方面主力资金净流入 254.87万元占总成交额 8%超大单净流入 0.00元大单净流入 254.87万元散户资金净流出 123.08万关联行业/概念板块房地产服务 -0.52%、深圳特区 -0.82%、QFII重仓 -0.82%、深股通 -0.65%等财务数据最近的财报数据显示，该股于2023年07月07日每股收益 0.174元营业利润 2.39亿元市盈率 26.0481销售毛利率 12.248%净利润 191,980,265元",中性,中性,1.0
438,德迈仕（301007）07月07日主力（dde大单净额）净流出4736.44万元，涨跌幅为-8.37%，主力净量(dde大单净额/流通股)为-1.66%，两市排名4985/5017。投顾分析：该股今日主力净量为负，且值较大，表明主力大幅流出，主动卖出明显多于主动买入。与此同时，今日换手率较高，主力抛售的嫌疑较大。,中性,消极,0.0
439,"华贸物流603128时间: 2023年7月7日星期五39.32分综合得分偏弱趋势方向主力成本分析8.86元当日主力成本8.98元5日主力成本9.14元20日主力成本9.32元60日主力成本北向资金数据持股量 714.32万股占流通比 0.54%昨日净买入 -61.71万股昨日增仓比 -0.047%5日增仓比 -0.044%20日增仓比 -0.066%技术面分析9.11短期压力位8.90短期支撑位9.53中期压力位8.90中期支撑位股价跌破短期支撑位，短线观望为宜； 股价跌破中期支撑位，中期主力资金做多意愿不强，以观望为宜K线形态★跳空缺口★注意向上还是向下跳空，出现向上跳空缺口，并伴有较大的成交量时，可积极参与；若出现向下跳空缺口，说明市况已发生逆转，原来的升势已经结束，继续下跌的可能性很大★三只乌鸦★可能见顶回落★长下影★持续下跌后出现,有可能止跌回升在升势末期出现,须多加留意资金流数据2023年07月07日的资金流向数据方面主力资金净流出 425.05万元占总成交额 -10%超大单净流出 131.25万元大单净流出 293.80万元散户资金净流出 264.70万关联行业/概念板块物流行业 0.60%、基金重仓 -0.85%、上海自贸 -0.17%、融资融券 -0.57%等财务数据最近的财报数据显示，该股于2023年07月07日每股收益 0.17元营业利润 3.07亿元市盈率 13.0602销售毛利率 21.056%净利润 226,684,044.47元",中性,消极,0.0
440,截至2023年7月7日收盘，博创科技(300548)报收于38.97元，上涨5.38%，换手率22.27%，成交量50.96万手，成交额19.72亿元。当日主力资金净流入1.41亿元，占总成交额7.13%；游资资金净流出7558.42万元，占总成交额3.83%；散户资金净流出6507.35万元，占总成交额3.3%。 从各项资金流向维度对公司进行分析，结果如下：一、交易与资金流向：资金流向方面，当日主力净流入1.41亿元，位列通信设备行业第3（共89只个股）。近5日主力净流入1.13亿元，位列通信设备行业第2。近10日主力净流出1.41亿元，位列通信设备行业第64。其他交易数据方面，综合统计近20个交易日数据：该股获北向资金减持的有10天，累计净减持18.30万股。二、股东和高管动向：该股近日披露，截至2023年3月31日公司股东户数为2.25万户，较上期（2023年2月28日）增加295户。博创科技于6月6日发布公告，其股东东方通信股份有限公司于2023年5月26日至2023年6月5日间合计减持75.00万股，占公司目前总股本的0.28%。博创科技最新董监高及相关人员股份变动情况：2023年5月31日公司执行副总经理丁勇共减持公司股份50.85万股占公司总股本为0.19%。三、机构动向：根据2023年一季报数据统计，增持该股的基金有16家无减持该股的基金，目前持有该股的基金共有16家。该股是投研机构较为关注的标的。该股最近90天内共有7家机构给出评级，买入评级3家，增持评级4家；过去90天内机构目标均价为35.89。注：主力资金为特大单成交，游资为大单成交，散户为中小单成交 ,积极,中性,0.0
441,（原标题：中国平安(02318)聘任付欣出任副总经理） 中国平安(02318)公布董事会会议决议。会议审议通过了《关于聘任付欣出任公司副总经理的议案》，公司董事会决议聘任付欣出任公司副总经理，付欣的任职资格尚待国家金融监督管理总局核准。,中性,中性,1.0
442,近日，福建傲芯生物科技集团有限公司成立，法定代表人为丁能水，注册资本2.5亿元人民币，经营范围包含：生物基材料技术研发；农业科学研究和试验发展；中草药种植；新鲜水果零售等。企查查股权穿透显示，该公司由傲农生物（603363）100%控股。　　,中性,中性,1.0
443," 思捷环球(00330)公布，根据对集团截至2023年5月31日止五个月的未经审核综合管理账目的初步审阅及董事会目前可得的资料，预期集团于本期间将取得公司股东应占未经审核亏损约6.04亿港元，而公司截至2022年6月30日止六个月的股东应占未经审核溢利则约为1300万港元。                            
预期集团本期间将取得总收入约25.09亿港元，而比较期间的总收入约为36.26 亿港元。收入减少乃主要由于不可抗因素及乌克兰的持续冲突导致德国及整个欧洲其他地方负面的消费者情绪。公司的表现亦受提升Esprit在时尚行业的品牌定位带来的短期调整影响。集团已于过去半年内实施各项举措以恢復增长。                            
集团预计该等措施将于本年度下半年取得成效，且自措施实施以来已取得显著的改善。此外，亦将出现更多激动人心的发展，包括以2023年8月推出新牛仔布生产线为始引领第三季度新产品推出。董事会认为大额亏损主要由于上述收入下跌，此亦导致集团本期间毛利减至约 11.26亿港元，相比比较期间本集团毛利约为16.59亿港元。",消极,消极,1.0
444,7月7日，在2023世界人工智能大会·腾讯论坛上，腾讯公布了一系列AI进展。在业界普遍关注的AI大模型领域，腾讯云公布了技术底座、创新场景、AI for Science三大领域升级，也是继6月行业大模型技术解决方案后的再次更新。腾讯集团副总裁、政企业务总裁李强表示：大模型时代，数据、网络、算力构成了底层基础设施的“铁三角”，除了提供MaaS服务，腾讯云也在通过云服务的方式，为行业大模型的打造提供HCC高性能计算集群、向量数据库等基础设施服务。腾讯云MaaS再升级，落地金融风控、交互翻译、数智人等场景快速了解、应用大模型能力，是新一轮人工智能技术浪潮中，保持市场核心竞争力的关键，这也成为越来越多企业探索的方向。为了解决企业应用模型技术的现实挑战，如计算资源少、数据质量差、投入成本高、专业经验少等限制，腾讯云在6月19日首次公布行业大模型研发进展，依托腾讯云TI平台打造行业大模型精选商店，为客户提供MaaS（Model-as-a-Service）一站式服务，助力客户构建专属大模型及智能应用。据介绍，目前，腾讯云已经为传媒、文旅、政务、金融等10余个行业提供了超过50个大模型行业解决方案。在本次世界人工智能大会上，腾讯云再次公布了多项升级。其中，在技术底座领域，自研星脉高性能计算网络、向量数据库，为大模型的行业应用提供更充沛的算力基础设施。据介绍，其中，最新升级的腾讯云自研星脉高性能计算网络，能提升40%的GPU利用率，节省30%~60%的模型训练成本，为AI大模型带来10倍通信性能提升。基于腾讯云新一代算力集群HCC，可支持10万卡的超大计算规模。腾讯云AI原生向量数据库，最高支持10亿级向量检索规模，延迟控制在毫秒级，相比传统单机插件式数据库检索规模提升10倍，同时具备百万级每秒查询（QPS）的峰值能力。在应用创新方面，腾讯云行业大模型能力应用到金融风控、交互翻译、数智人客服等场景中。腾讯官方表示，行业大模型加持的金融风控解决方案，相比之前有了10倍效率提升，通过腾讯积累超过20年的黑灰产对抗经验和上千个真实业务场景，整体反欺诈效果比传统模式有20%左右的提升。企业可以基于prompt模式，迭代风控能力，从样本收集、模型训练到部署上线，实现全流程零人工参与，建模时间也从2周减少到仅需2天。即便样本积累有限的情况下，也可以完成快速搭建，跳过“冷启动”过程。在交互翻译领域，基于行业大模型技术加持，同传技术不再需要百万级的训练数据，仅需“小样本”训练就能实现较好效果，专业领域的翻译也能减少人工调优的参与，保障翻译效果，在多个垂直行业落地。其中，腾讯同传已经连续六年为世界人工智能大会主论坛提供AI同传服务。在数智人领域，今年腾讯云推出了小样本数字人工厂，仅需少量数据、24小时内即可复刻2D数字分身，让企业应用数智人服务成本大大降低。现在，依托AI生成算法，数智人3D形象的复刻速度得到提升，通过生成式动作驱动，结合行业大模型能力，可让企业获得更“个性化、专业、自然逼真”的数智员工，让“面对面”专业服务成为可能。探星计划以云+AI探测2颗快速射电暴腾讯云行业大模型应用，除了在产业数字化转型发挥效应，也加速推动大模型等AI技术在科学计算领域的应用。2021年，腾讯、国家天文台、复旦大学计算机科学技术学院联合启动“探星计划”，各方基于腾讯优图实验室计算机视觉技术、腾讯云计算能力，用云+AI助力中国天眼FAST处理每天接收到的庞大数据量，通过视觉AI分析找到快速射电暴、脉冲星线索，截至目前已发现30颗脉冲星。今年，探星计划再度取得进展，首次通过AI技术发现2颗快速射电暴。与脉冲星探索相比，要在海量数据中发现更低频出现的快速射电暴，要求AI模型具备更高的精度、以及更快的计算速度。腾讯方面称，为了提高计算速度，腾讯针对快速射电暴探索，特别设计了一套全新的，端到端的AI算法。据介绍，在同等算力下，这套全新的天文数据处理范式，推动信号处理效率相对常规处理流程提速1800倍。在文化领域，腾讯将文字检测、摹本生成、字形匹配等AI算法，综合应用于甲骨文研究。在“殷契文渊”甲骨文数据标注和处理基础上，通过定制化算法，不断完善甲骨文模型库，截至目前已建立覆盖143万字的甲骨文单字数据库，提升甲骨文识别与考释、甲骨论著内容提取等的效率。涌现和融合是大模型时代重要的AI趋势针对大模型AI技术发展，腾讯研究院、同济大学、腾讯云基于产学研三方在AI领域的研究，共同发布《人机共生——大模型时代的AI十大趋势报告》，从技术、应用、社会等角度，提出大模型时代的关键性趋势观察。报告指出，涌现和融合是大模型时代重要的AI趋势，大模型推动AI进入AGI阶段，而多模态AI的发展则提供了解决复杂问题和实现多模态智能处理的能力。这些趋势为人工智能的快速进化和实现AGI目标带来了新的希望和机遇。随着大模型时代的来临，人机交互模式发生了革命性的变化，给个体创作者带来了前所未有的赋能。一方面，插件机制的出现，让平台开启了“应用时刻”，为模型的场景应用带来巨大的可能性。更有“灵魂”的数字人也有望成为下一代人机交互的入口。人机交互的革新将赋能个体成为超级生产者。而在AI助力产业发展方面，MaaS服务和垂直领域应用将是大模型时代AI发展的重要趋势，通过建设可控、可用的安全生态，推动模型的落地和应用，AI技术将为各行业带来更多的机遇和挑战。腾讯研究院院长司晓在报告序言中表示，随着AI的发展，浸润到其他行业，一个全民生产力爆发的时代似乎已迎来黎明。无论是普通的个人创作者，还是企业的管理者或决策者，把握对AI的认知及对趋势的判断都成为了一张通向未来的船票。,中性,积极,0.0
445,7月7日北向资金增持11.7万股卫龙（09985.HK）。近5个交易日中，获南向资金增持的有4天，累计净增持13.9万股。近20个交易日中，获南向资金增持的有17天，累计净增持145.52万股。截至目前，南向资金持有卫龙（09985.HK）1625.96万股，占公司已发行普通股的0.68%。卫龙美味全球控股有限公司是一家主要从事辣味休闲食品的生产和销售的中国控股公司。该公司经营三个分部：调味面制品分部、蔬菜制品分部和豆制品及其他产品分部。调味面制品分部主要包括大面筋、小面筋、麻辣棒、小辣棒及亲嘴烧。蔬菜制品分部主要包括魔芋爽及风吃海带。豆制品及其他产品分部主要包括软豆皮、78°卤蛋及肉制品。 ,积极,中性,0.0
446,7月7日，中国东航（600115）融资买入267.01万元，融资偿还247.62万元，融资净买入19.39万元，融资余额2.74亿元。融券方面，当日融券卖出69.47万股，融券偿还2.43万股，融券净卖出67.04万股，融券余量2355.94万股，近20个交易日中有14个交易日出现融券净卖出。融资融券余额3.93亿元，较昨日上涨0.92%。小知识融资融券：融资就是证券公司借钱给投资者买股票，到期将本金和利息一同还了就行，融券可以理解成是投资者借股票来卖的意思，到期把股票还回来并支付利息。一般来说，投资者会出于看好股价而融资买入股票，看空股价而融券卖出股票。 ,积极,中性,0.0
447,"　　2023年是全面贯彻落实党的二十大精神的开局之年，是实施“十四五”规划承上启下的关键之年。慧择保险经纪有限公司(以下简称“慧择”)坚持“以人民为中心”的发展思想，聚焦民生服务事业。在中国保险行业协会的要求和指导下，慧择紧紧围绕“保险力量，为奋斗的你加把劲”的主题，在全国积极组织开展“7.8全国保险公众宣传日”活动，展现保险行业履行社会责任、服务民生的良好形象。                            
　　多项活动传递保险力量 彰显责任担当                            
　　在“7.8全国保险公众宣传日”活动中，慧择聚焦保险公益活动，传递保险暖心温度。                            
　　慧择北京、河北、四川、安徽、上海、广东、深圳分公司纷纷借助中国保险行业协会开发的“健康生活每一天”微信小程序，组织公司全员、带动公众参与心率、呼吸、血氧等健康检测活动，做好自己健康的第一责任人。通过上传监测数据、学习和宣传保险知识，形成爱心传递闭环。                            
　　在开展“唱响新征程，绿色环保跑”活动中，慧择各分公司通过跑步、健步走等集体性体育运动项目，倡导乐观、积极、健康、绿色的生活方式。通过组织健步行活动，鼓励员工随手“捡垃圾”、随时拍摄并分享好风景和好人好事，面向市民进行保险反欺诈宣传，贯彻二十大精神“奋进新征程、建功新时代”的昂扬风貌。                            
　　与此同时，慧择各级机构结合地方实际情况，在服务“一老一少一新”特殊人群、新市民等领域，积极开展富有地方特色的行动，彰显慧择的责任担当。                            
　　让保险更有温度 守护每一个奋斗的你                            
　　为进一步提升公众保险意识，给到客户专业、便捷、有温度的理赔服务体验。慧择继“小马闪赔”和“小马协赔”后，推出“小马帮赔”服务模式。该服务进一步完善非慧择保单服务闭环，拓展服务为更多出险客户提供理赔协助服务。                            
　　“小马帮赔”通过“多平台保单，一站式理赔”的服务模式，大大提升用户对保险的信任，推动保险业高质量发展再上新台阶。在该项服务发布的一年里，慧择帮助 30 多位符合条件客户，协助其本人或者直系亲属办理非慧择平台销售的保单的理赔，累计获赔金额 87.2 万元，其中最多是一个客户事故涉及15 份保单的理赔，一次事故多平台多保司多张保单会有专人一次性协助办理。                            
　　慧择特别发起的《慧择请回答》系列视频，通过用户高频保险疑问解答视频，打造保险中介行业现象级科普视频。向消费者科普正确的保险售前售后流程、核保理赔知识等，加强对保险消费者的针对性宣传教育，帮助消费者培养理性的诉求表达、树立维护权益的正确意识。                            
　　2023年是第十一个“7.8全国保险公众宣传日”，慧择通过在全国范围内开展形式多样宣传活动，守护保险用户幸福生活。未来，公司将坚守保险保障初心，坚持“以用户为中心”的经营理念，切实提升公众保险知识普及，持续优化服务保障体系，助力行业高质量发展。",中性,积极,0.0
448,睿昂基因(688217.SH)公告，公司持股5%以上股东浙江大健康减持计划减持期间已届满，其通过集中竞价交易方式减持公司股份5.16万股，占公司总股本的0.09%。,消极,中性,0.0
449,"　　市场对于消费复苏的期盼已久，特别是深耕大消费领域的基金经理们。今日市场给出回应，涨幅居前的行业板块包括传媒、酒店及餐饮、景点及旅游、零售。上半年受益于国内旅游市场逐步恢复向好的中国中免，似乎也被寄予着消费复苏、行情反转的希望。                            
　　业绩预告刺激下，中国中免今日大涨，A股、H股分别收涨7.2%、6.56%。而自年初起，中国中免股价一路走低，截至上一个交易日，中国中免A股股价年内已累计跌近50%。                            
　　7月7日晚间，中国中免发布2023年半年度业绩快报，预计上半年营收359亿元，同比增长29.7%；归母净利润38.6亿元，同比下降1.87%。二季度营收151亿元，同比增长38.8%；归母净利润15.6亿元，同比增长13.8%；扣非后归母净利润15.6亿元，同比增长13.7%。                            
　　自2022年一季报以来，中国中免归母净利润已连续6个报告期出现同比下滑。虽然延续了一季度的“增收不增利”，但公司整体盈利能力有所提升。公告另外指出，中国中免上半年主营业务毛利率较去年下半年环比提升7.81个百分点，其中二季度较一季度环比提升3.67 个百分点。                            
　　自发布业绩预告以来，多家券商研报纷至沓来，还有5家券商下调了对中国中免的目标价格，最大下调幅度为40%。但中国中免的“增收不增利”与整体消费环境、汇率波动、运营成本等因素关系密切，不少券商也表示看好国际客流持续修复以及中国中免的离岛免税业务等。                            
　　早前，景顺长城刘彦春便在一季报中提出，消费今年大概率超预期回升；汇添富胡昕炜也在一季报中直言，尽管市场对中国经济复苏和消费复苏的强度仍有争议，但相信消费向好的大方向不会发生变化。截至一季度末，刘彦春旗下6只产品以及胡昕炜代表作汇添富消费行业均重仓了中国中免。                            
　　业绩预告后5家券商陆续下调目标价                            
　　自中国中免发布半年度业绩预告之后，多家券商陆续发布相关研报。经wind统计，其中有5家券商下调了中国中免的目标价格。                            
　　7月7日，招商证券丁浙川团队在最新研报中，维持此前对中国中免强烈推荐的投资评级，但将目标价从原先的200元下调至120元，前后2个多月，目标价下调了40%。                            
　　中信证券姜娅团队也在2日后发布了相关研报，维持买入评级，同时将目标价格由177元下调至169元；同日，国泰君安刘越男团队给予中国中免增持评级，将目标价格由215.4元下调至152.7元。                            
　　7月10日研报显示，安信证券王朔团队、群益证券顾向君团队分别将中国中免目标价由175.11元下调至129.72元、由180元下调至126元/股。同时，顾向君团队将中国中免的投资评级由买进改为区间操作。                            
　　据业绩快报，中国中免预计2023年上半年营收359亿元，同比增长29.7%；归母净利润38.6亿元，同比下降1.87%；扣非后归母净利38.5亿元，同比下降1.90%。                            
　　不难发现，中国中免延续了一季度的“增收不增利”，而这与整体消费环境、汇率波动、运营成本等因素关系密切。                            
　　无可厚非的是，中国中免是中国最大的免税品销售商，也是唯一拥有全牌照的免税品销售企业。公告指出，公司上半年营收同比增长的主要原因是受益于国内旅游市场逐步恢复向好。                            
　　在最新研报中，银河证券指出主要受公司进一步收紧折扣策略、汇率变化以及机场免税商品销售占比提高影响，考虑后续机场销售及高毛利率精品供应有望逐步恢复，公司毛利率改善趋势仍将延续。                            
　　同时，财通证券表示国际客流持续修复，机场免税及市内免税复苏在即：乙类乙管后，国际客流吞吐量维持良好复苏态势。此外，中国中免为海南岛内头部大运营商，随后续岛内客流及消费力修复，离岛免税业务利润有望释放。暑期叠加十一黄金周来临，离岛免税销售额有望回暖。                            
　　一季度刘彦春6只产品重仓中国中免                            
　　刘彦春曾在一季报中提出，随着经济逐步正常化，居民消费信心回升、超额储蓄下降是必然事件，消费今年大概率超预期回升；同时，胡昕炜也在一季报中直言，尽管市场对中国经济复苏和消费复苏的强度仍有争议，但相信消费向好的大方向不会发生变化，伴随着经济逐步复苏，居民消费信心有望持续增强，进而驱动消费行业持续增长。                            
　　截至一季度末，中国中免前十大流通股东中，刘彦春在管的景顺长城新兴成长混合、景顺长城鼎益混合(LOF)以及华夏上证50ETF，依次排名第5、第9、第10。较去年四季度末，景顺长城新兴成长混合一季度增持中国中免171.38万股，华夏上证50ETF则减持了66.72万股。                            
　　这一季度，“牛散之王”陈发树退出中国中免前十大流通股东行列。自2020年一季度起，陈发树已经连续12个季度成为该股十大流通股东之一。                            
　　根据wind统计的重仓数据，一季度末，76家公募基金旗下317只产品重仓了中国中免A股，持股总量为8234万股。就重仓数据而言，较去年四季度末，公募基金一季度大幅减持了5842.48万股；同时，仅富国基金、华夏基金、华安基金3家公募旗下7只产品重仓了中国中免H股143.97万股。                            
　　这一阶段，重仓中国中免A股最多的是景顺长城，合计持股3953.42万股，而持股数量排在第二、第三的兴证全球基金、汇添富，分别持股576.91万股、501.81万股。比较而言，景顺长城的重仓数量远多于其他公募基金。                            
　　较去年四季度末，增持最多的也是景顺长城，共计增持183.98万股；同时，华夏基金减持最多，共计减持1024.23万股。                            
　　同一时期，重仓数量排名前十单只产品中，包括了刘彦春在管另外4只产品即景顺长城绩优成长A、景顺长城内需增长贰号、景顺长城集英成长两年、景顺长城内需增长；另外，胡昕炜在管的汇添富消费行业，季文华旗下兴全合丰三年持有、兴全社会责任也位列其中。                            
　　一季度末数据指出，中国中免分别是季文华、刘彦春各自在管基金中的第三大、第四大重仓股。                            ",消极,中性,0.0
