input,response,output
    某媒体消息，报名、竞标、供货，串起药品集采的全过程。其中，作为决定集采落地的关键一环，“供货”一直处于不被关注的角落，直到这次有药企摔了跟头。8月22日，针对因集采断供、公司被列入违规名单的事项，华北制药发布公告称，公司布洛芬缓释胶囊中选后，由于公司现有产能不足，责任单位重视程度不够，相关注册和变更政策调整，加之疫情影响，导致公司无法保障正常供应。          这一消息无疑是平地惊雷——为什么入选后会断供？中选药企断供现象普遍吗？被夺走集采“门票”，对华北制药意味着什么？又向药企们传递了什么信号？                    首家因弃标断供被罚企业          国家药品集采中第一家因断供被处罚的企业出现。8月20日，根据上海阳光药品采购网发布的《关于将华北制药股份有限公司列入违规名单的公告》，第三批国家组织药品集中采购品种布洛芬缓释胶囊的中选企业华北制药在山东省未能按协议供应约定采购量，经相关部门多次约谈协商，供应情况仍未改善，被列为“违规名单”。2021年8月11日，华北制药提出放弃中选资格。          进入集采目录，以价换量对药企来说是不错的选择。然而，在进入集采目录不久后便主动放弃，华北制药这一波操作引发热议。          “医药长子”也扛不住了？作为中国最大的化学制药企业之一，华北制药的前身华北制药厂是中国?“一五”计划期间的重点建设项目，被誉为新中国制药工业的摇篮、“医药长子”。华北制药厂的建成结束了我国青霉素、链霉素依赖进口的历史，缺医少药的局面得到改善。          华北制药因断供被列入“违规名单”，经国家组织药品联合采购办公室成员单位集体审议后，取消该企业自2021年8月11日-2022年5月10日参与国家组织药品集中采购活动的申报资格。也就是说，按照目前的集采一年两次的常态化节奏，华北制药不仅失去了布洛芬缓释胶囊中标资格，还将失去可能在年底进行的第六批国家药品集采申报资格。          据悉，布洛芬缓释胶囊是常见的解热镇痛类药物，在2020年8月第三批国家药品集采中，共有4家企业中标布洛芬缓释胶囊，分别是上海信谊天平药业、珠海润都制药、南京易亨制药、华北制药，中标价分别为0.2025元/片、0.2025元/片、0.268元/片、0.268元/片，华北制药可以说是以最高价中标的企业。          华北制药表示，下一步，公司将加快推进布洛芬缓释胶囊扩产项目的审批进度，力争9月底前完成审批，扩产后预计年产能力达1亿粒，并全力保障该产品在其他中选省份的供应。今年1-7月，该产品销售收入293.81万元，华北制药称不会对公司当期经营业绩产生重大影响。          根据公告，华北制药为了尽量降低对山东省集采供应的影响，经与山东省医疗保障局沟通，由公司提出放弃中选资格，山东省邀请其他企业对该产品补标。          目前，华北制药断供的布洛芬缓释胶囊已由其他企业补上。根据山东省公共资源交易中心发布的相关通告，经过替补企业遴选程序，珠海润都制药为布洛芬缓释胶囊在山东省的替补企业。但考虑到其当时报价低至0.2025元/粒，现在多出来一个省的供给，对于珠海润都也是不小的挑战。          业绩承压高层动荡          药企在集采中出现断供，业内人士分析认为，背后的原因或有原材料供应不足，原材料涨价等因素。          事实上，原材料已成为影响华北制药业绩的原因之一。华北制药目前主营业务为化学制剂药、化学原料药、医药及其他物流贸易、生物制剂、医药中间体，主营产品涵盖抗感染药物、生物技术药物、心脑血管及免疫调节剂、维生素及健康消费品等领域700多个品规。          2020年，华北制药扣非净利亏损6191.29万元。华北制药在年报中解释，2020年受疫情因素影响，终端用药需求量大幅下滑，化学药制剂产品市场销售受阻，民众常态化防疫也使得用药数量减少，市场恢复缓慢，销量降低，开工不足，加上原材料价格上涨导致成本上涨，使得制剂产品毛利降低，公司整体毛利降低。          2021年一季度，华北制药的业绩仍呈下滑态势，公司实现归属于上市公司股东净利润为-5719.99万元。          业绩颓势下，华北制药的管理层也出现动荡。日前，华北制药发布公告称，公司收到三份高管辞职报告，分别来自刘文富、周晓冰和王立鑫。自2016年以来，华北制药的董事长已换了四位。          独立经济学家王赤坤表示，企业在遇到经营困境时，为适应外部发展环境，企业战略势必要重新定位，对应的是治理结构调整，不可避免的会涉及领导班子、管理架构等人事重大调整。华北制药的管理架构、治理结构、文化理念、执行效率显然已经不能适应市场变化，已经走完自己的生命周期。          针对公司人事变动等情况，致电华北制药董秘办，相关负责人表示，以公告内容为准。          转型仍在路上          一直以来，华北制药也在积极转型，改善业绩。自1994年挂牌上市后，华北制药效益疲软。2009年，华北制药重组，由控股股东冀中能源开始主导华北制药的转型。在翼中能源主管接手下，2009年华北制药开启了以头孢项目启动华北制药转型。2011年前后，华北制药宣布“以创新驱动发展，实现从原料药向制剂药转变”的战略转型。          2015-2019年，华北制药“原料药+化学制剂+生物药”三大核心业务收入占比逐渐变化。2019年，化学制剂药、化学原料药、生物制剂在华北制药营收中所占比例分别为54.31%、21.41%和12.66%。华北制药整体业务由原料药向制剂的转变已基本完成。          不过，华北制药的销售费用随之水涨船高，占去营收的大部分。2018年，华北制药销售费用突增为26.39亿元，比上年上涨92.56%，占营收比例28.64%。华北制药在2018年年报对销售费解释称，主要为适应行业政策变化，逐步调整营销策略，加强精细化招商和终端销售，加大学术宣传及推广力度，重点提升制剂药、生物药销售力度，销售费用增加。2020年，华北制药销售费虽比2019年下调14.59%，但也达到了27.6亿元。相较销售费用，华北制药研发投入占比较低。2019-2020年，华北制药的研发投入分别占营收比例为3.37%、4.08%。          王赤坤在接受采访时表示，华北制药所在的仿制药赛道经过高速发展，现在处于成熟阶段，行业消费达到峰值，行业市场规模不再有新增机会。          四川天府健康产业研究院首席专家孟立联认为，华北制药各方面的条件比较好，但是，产品线过长，或许会消解集团的核心竞争力。显然，打造一个良好的产品生态，或许是华北制药应该注意的。做深做优，独树一帜，经营好“华北制药”这个品牌，需要新的领导班子多加思考和关注。          原标题：首例断供集采 华北制药扛不住了？      ,"生物制品, 中药, 化学制药",化学制药，生物制品
近日，国内四大药店上市公司大参林、益丰药房、一心堂、老百姓先后公布了今年上半年的业绩报告。财报显示，今年上半年，四大药店的营收均实现了两位数的增长；净利润方面，除了大参林外，其他三家药店也都实现了两位数的增长。不过，和过去两年相比，四大药店的营收增速均大幅下降。今年以来，国家发布了多重利好药品零售的政策，但与此同时，医药电商快速崛起、更多外来势力加速进军线下药品零售，行业竞争越来越激烈。      规模增速较高      8月30日，大参林公布了2021年上半年业绩报告。财报显示，今年1-6月，公司营业收入为80.54亿元，同比增长16.05%；归属于上市公司股东的扣除非经常性损益的净利润为5.9亿元，同比增长1.65%。      此前三天，益丰药房也公布了2021年中期业绩报告。财报显示，今年上半年，益丰药房实现营收74.46亿元，同比增长16.74%；归属于上市公司股东的扣除非经常性损益的净利润4.9亿元，同比增长27.44%。      另外，近日，一心堂和老百姓也先后发布了2021年上半年财报。其中，一心堂上半年营业收入为67.01亿元，同比增长11.16%；归属于上市公司股东的扣除非经常性损益的净利润5.12亿元，同比增长28.15%。老百姓在报告期内实现营收74.6亿元，同比增长11.58%；归属于上市公司股东的扣除非经常性损益的净利润3.63亿元，同比增长18.38%。      今年上半年，四大药店都新增了不少门店，其中，大参林新增了958家，益丰药房新增569家，一心堂新增950家，老百姓新增1290家。      整体来看，四大药店的业绩都不错，营收都实现了双位数的增长，扣非净利润方面，除了大参林与去年同期基本持平外，另外三家也和营收同步实现了两位数的增长。和其他零售行业相比，医药零售依然是景气度和效益都不错的领域。四大药店财报发布后，多家投资机构给予了“买入”或“增持”评级。      市场迎来多重利好      医药零售行业景气度不断提升，行业多重利好释放，这是四大药店保持较高增长的重要基础。      随着国家医药改革不断深化，我国医药三大终端市场——公立医院、公立基层医疗机构和零售药店的销售额出现波动，市场的砝码明显向零售药店倾斜。中信证券研究部的数据显示，2020年，我国三大终端六大市场药品销售额达16437亿元，其中，公立医院药品销售额10512亿元，同比下降12%，在市场总额中的占比从66.6%下降至64.0%；公立基层医疗机构药品销售额1595亿元，同比下降11.8%，占比下降0.3%至9.7%；零售药店终端药品销售额4330亿元，同比增长3.2%，总占比提升2.9个百分点至26.3%。      今年上半年，在政策层面，医药零售行业持续迎来新的利好。2021年1月，国家医保局发布《医疗机构医疗保障定点管理暂行办法》《零售药店医疗保障定点管理暂行办法》（以下简称两定办法），明确了医疗机构和零售药店纳入医保定点的基本条件和流程，医疗机构和零售药店定点管理走向规范化、法治化，为零售药店参与市场公平竞争进一步创造了有利条件。今年5月，国家医保局、国家卫生健康委召开发布会，发布了《关于建立完善国家医保谈判药品“双通道”管理机制的指导意见》，首次从国家层面将定点零售药店纳入医保药品的供应保障范围，并实行与医疗机构统一的支付政策。2021年6月，国务院办公厅印发《深化医药卫生体制改革2021年重点工作任务》，该文件提出，将深入实施健康中国战略，强化改革系统联动，促进优质医疗资源均衡布局。其中，零售药店的社会作用进一步彰显。      益丰药房表示，药品零售行业在人口老龄化、医改以及互联网技术等多重因素的驱动下转型升级，线上线下融合发展的医药新零售模式逐步发展，行业整合提速，数字化、规范化、专业化、差异化成为行业发展的新趋势。      在新趋势下，具备规模优势的行业龙头获得了更多的发展机会。数字显示，2020年医药零售行业增速仅为0.7%，但同期医药零售七家上市公司营收同比增速超20%。行业分化反映出大型连锁药房的规模优势带来的强议价能力。东北证券认为，2020年医药零售行业出现明显分水岭，大型连锁上市公司和中小连锁的差距进一步拉开。未来三到五年，大型连锁药房（尤以上市公司为主）有望维持门店中高速扩张态势。      增速放缓竞争加剧      不过，四大药店上半年的成绩单虽然亮眼，但其中也潜藏着不少隐忧。      回看前两年同期的财报数据不难发现，今年上半年四大药店的营收增速均大幅减缓，为三年同期最低。大参林2019年和2020年同期的营收增幅分别为28.65%和32.14%，今年的增速和去年相比下降一半。益丰药房2019年和2020年同期的营收增幅分别为68.65%和24.65%，三年内增速不断下滑。一心堂2019年、2020年上半年的营收同比分别增长了17.90%和19.15%，今年的增速和去年相比下降超过8%。老百姓2019年、2020年同期的增幅则分别为24.71%和20.84%，今年增速和去年相比下降超过9%。      四大药房营收增速大幅下滑，一方面是由于新冠肺炎疫情补贴减少；另一方面是因为行业竞争不断加剧，医药电商、外来势力加速进入医药零售行业分羹。      近年来，医药电商快速崛起，发展势头迅猛，其中不仅有京东和阿里巴巴这类互联网巨头，还有一大批专业医药电商平台，如平安好医生、叮当快药等等。这些线上平台模式新、势力雄厚、打法先进，正在快速蚕食线下药店的市场份额。      以京东健康为例，2020年京东健康总收入为193.8亿元，同比增长78.8%。今年上半年，京东健康继续保持高速增长，根据其最新公布的财报，上半年京东健康总收入136.4亿元，同比增长55.4%。和线下连锁药店龙头企业相比，京东健康不仅规模更大，增速也是线下连锁药店龙头企业无法企及的。与此同时，京东健康、阿里健康等医药电商巨头还在不断进行大量的技术和市场投入。      而与医药电商巨头形成鲜明对比是，线下医药零售龙头的管理水平和运营效率的待提升空间巨大。从四大药店的财报数据来看，其资金投入主要用于市场营销，而在着眼未来的研发方面的投入极少。今年上半年，大参林和一心堂在研发方面的投入分别大幅增长了641%和661%，但也分别仅为664万元和380万元；老百姓2020年上半年的研发费用仅为58万元。      随着中国逐步进入老龄化社会，加上国家政策层面的推动，我国医药零售市场潜力巨大，集中度偏低的行业也将面临新一轮整合和洗牌。未来机会和风险并存，四大药店将面临更加严峻的考验。,医药商业,医药商业
    业绩略低于预期，现金流良好          华兰生物上半年实现营收12.89亿元(-7.06%)，归母净利润4.57亿元(-10.64%)，经营性现金流净额7.41亿元(+57.05%)；Q2单季度实现营收6.65亿元(-6.2%)，归母净利润2.04亿元(-22.7%)。由于去年疫情影响采浆量增长，公司上半年业绩出现小幅下滑。          期待疫苗下半年快速放量          疫苗业务上半年实现营收930万元；流感疫苗的销售集中在下半年，公司产能充足，已开始正常供货。中国流感疫苗的覆盖率仅为低个位数，有很大提升空间，流感疫苗市场广阔，公司将继续主导市场。流感疫苗的价格维持稳定，政府采购有利于渗透率的快速提升。          血制品板块维持稳健          血制品业务上半年实现营收12.72亿元(-8.28%)，其中白蛋白、静丙和其他血制品分别销售4.73(+2.72%)、3.83(-27.04%)、4.16(+3.65%)亿元；受到去年疫情期间高基数的影响，静丙销售同比出现下滑，预计后续将恢复增长。我们估计公司采浆量在十四五期间将维持稳健的增长，血制品业务将持续贡献稳定的现金流。          加大研发投入，打造“血制品+疫苗+单抗”三驾马车          上半年公司研发费用增长至1.23亿元(+54.87%)，研发费用率9.6%(+3.8pp)。四价流感疫苗(儿童)已申报上市并进入优先审评名单，冻干狂苗接受了生产现场核查；阿达木单抗、曲妥珠单抗、利妥昔单抗、贝伐单抗正在进行3期临床，研发顺利推进。公司在生物制药领域不断拓展，逐步打造“血制品+疫苗+单抗”三驾马车。          风险提示：采浆不及预期、销售不及预期、流感疫苗价格下滑          投资建议：长期逻辑不改，维持“买入”评级          公司是血制品和流感疫苗的双龙头，采浆逐渐恢复增长，流感疫苗有望持续放量。我们维持盈利预测，预计2021~23年净利润为19.15/23.15/27.12亿元，同比增长18.7%/20.9%/17.1%，对应当前股价PE为28.0/23.2/19.8x，维持“买入”评级。      ,生物制品,生物制品，化学制药
    【金城医药：锦圣基金已通过集中竞价累计减持2.017%的股份】9月6日电，金城医药公告，公司于2021年9月6日收到北京锦圣投资中心出具的《关于股份减持计划实施完毕的告知函》。2021年3月11日至2021年9月3日期间，锦圣基金通过二级市场集中竞价交易方式累计减持公司股份774.2086万股，占扣除回购专用账户股份后总股本的2.017%。锦圣基金在减持计划实施期间共减持公司股份774.2086万股，占扣除回购专用账户后总股本的2.017%；超出减持计划64595股，占扣除回购专用账户后总股本的0.017%。      ,化学制药,医药商业
    10月28日电，中信证券10月27日将复星医药评级调整为买入，评级维持不变，2021年EPS预测由1.79元调整为1.7元。      ,生物制品,化学制药
    投资要点          业绩总结： 公司发布 2021年三季报， 前三季度实现营收9亿元，同比增长24.5%；归母净利润 4.4 亿元，同比增长 210.8%；扣非归母净利润 2 亿元，同比增长49.2%。          公司转型阶段， 产能受限，收入和利润增速均放缓。 分季度来看， 2021Q1/Q2/Q3单季度收入 2.9/3.4/2.8 亿元(+67.6%/+16.2%/+5.9%)，单季度归母净利润分别 为 0.7/3.1 ( 控 股 晖 石 产 生 2.2 亿 元 投 资 收 益 ) /0.6 亿 元(+147.3%/+426.8%/+11.2%)，单季度扣非归母净利润分别为 0.7/0.8/0.6亿元(+152.2%/+43%/+5.7%)。 公司第三季度收入端和利润端均略低于预期， 同比增速放缓，环比增速下滑的原因主要系： 1) 公司后端 CDMO 产能受限，未有新产能释放，整体还处于积极募投的阶段； 2)转型过渡期，大订单交付季节波动。          费用率相对稳定，预期新产能将驱动公司重回高增长。 2021年前三季度费用率整体保持稳定，销售费用 0.2 亿元(+11.6%)，销售费用率 2.7%( -0.31pp)；管理费用 1亿元(+16.1%)，管理费用率 11.3%( -0.81pp)；研发费用 0.8亿元(+41.5%)，研发费用率 9%(+1.1pp)。管理费用率的下降主要因为前三季度股权激励费用摊销比较多，大约有 0.3亿元，后续激励费用影响会减弱。 从公司的固定资产和在建工程来看，分别为 5.7 和 4.5 亿元，同比增长 348.8%和198.5%，正在进行晖石车间和南京天益 CDMO一站式服务基地的加速扩张，预计到 2022H1晖石三个车间都会陆续投产，释放新产能，公司将重回高速增长。          盈利预测与评级。 预计 2021-2023 年 EPS 分别为 2.52、 2.08和 3.03元，对应PE 为 60、 72、 50 倍。 随着分子砌块不断向 CDMO 延伸、早期项目向商业化开发延伸以及产能的释放，带来高成长属性， 维持“买入”评级。          风险提示： 市场竞争风险、 质量控制风险、砌块产品研发低于预期风险、 CDMO业务拓展低于预期风险。      ,化学制药,化学制药，医药商业，生物制品
    核心结论          公司前三季度实现营业收入20.30亿(+36.41%)，归母净利润3.61亿(+50.92%)，扣非净利润3.53亿(+60.61%)。剔除制剂+CGT业务影响，归母净利润4.30亿元(+62%)。单三季度实现营收7.74亿(+37.52%)，归母净利润1.46亿元(+35.23%)，扣非净利润1.52亿元(+49.64%)。          盈利能力稳步提升。公司前三季度毛利率43.71%，同比增加2.16pct；净利率17.03%，同比增长1.02pct。公司盈利能力的提升受益于产能利用率的提高，前三季度产能利用率75%，同比增长5pct，今年6月投产的长寿生产基地109车间产能利用率已达68%。          加大中小客户开发力度，原料药CDMO业务贡献核心增量。前三季度原料药CRO实现收入6.15亿元(+37%)，其中中国团队4.46亿元(+51%)，J-STAR团队1.69亿元(+10%)；CMO业务实现收入13.98亿元(+40%)。公司持续推进产品升级，前三季度API业务实现收入2.14亿元(+135%)，累计服务API产品数88个，比上年同期增加44个。公司持续加大CDMO业务中小客户开发力度，客户管线数由去年同期的200家增长至目前的245家，活跃项目数量达到了496个。          制剂+CGT业务完善能力建设，新签订单快速增长。(1)制剂CDMO业务：新签订单金额约3216万元，服务客户数12家、项目数13个，团队规模143人。重庆研发大楼于8月正式落成启用，开启未来新起点；(2)基因细胞治疗CDMO业务：新签订单金额约10511万元，服务客户数11家、项目数16个，团队规模236人。苏州的PD/AD实验室预计11月启用。          盈利预测与评级：预计公司2021-2023年归母净利润分别为4.74/6.48/8.52亿元，维持“买入”评级。          风险提示：药企外包需求下滑，汇率大幅波动，大客户订单丢失。      ,化学制药,化学制药，生物制品，医药商业
"    业绩符合预期，维持“买入”评级          10月29日，公司发布2021年三季报：2021Q1-3公司实现营收109.38亿元(+15.91%)；归母净利润6.96亿元(+21.49%)；扣非净利润6.81亿元(+23.32%)，经营现金流净额16.66亿元(+3.15%)。EPS0.98元/股(-0.14元/股)。公司业绩符合我们的预期。公司2021年前3季度营收、利润稳健增长，毛利率水平改善，我们维持盈利预测不变，预计2021-2023年净利润分别为9.64、12.62、16.13亿元，EPS分别为1.34、1.76、2.24元/股，当前股价对应PE分别为35.6、27.2、21.3倍，维持“买入”评级。          Q3营收、利润稳健增长，毛利率水平改善          分季度看，公司Q1/Q2/Q3收入分别为36.30亿元(+19.09%)、37.17亿元(+14.54%)、35.92亿元(+14.24%)；归母净利润分别为2.41亿(+29.39%)、2.63亿元(22.43%)、1.91亿元(+11.70%)；扣非净利润分别为2.33亿(+27.08%)、2.60亿元(+21.46%)、1.88亿元(+13.65%)。从毛利率来看，公司2021Q1-3毛利率39.23%(+2.26pct)，其中零售业务毛利率为40.71%(+2.50pct)，主要原因是疫情过后，公司销售产品结构逐步恢复正常；净利率7.03%(-0.01pct)，基本维持平稳。          门店扩张以自建为主，较强跨区域整合能力助力门店盈利能力提升          截至2021Q3，益丰药房门店总数达到7,246家(含加盟店877家)。2021Q1-3净增加门店1,255家(已超过2020年全年净增加1239家)，其中新开门店1,051家(含新开加盟店242家)，并购门店280家，关闭门店76家。新增门店以自建为主，有利于公司对门店的管控力提升，进一步提升经营效率。公司在跨区域门店管控力、复制力、文化传承等方面的突出优势，为公司成功实现跨区域经营、快速高效复制和行业并购整合提供了积极保障。2021Q1-3中南、华东、华北地区营收均实现增长，分别同比增长17.23%、13.89%、9.32%。          风险提示：门店扩张速度和后期整合、盈利水平低于预期。      ",医药商业,医药商业
    受益于10月以来国内猪肉价格的反弹，近日猪产业相关上市公司的股价连续走高。Wind数据显示，10月29日起，猪产业指数一路上扬，截至11月3日，猪产业板块整体的区间涨幅已经高达9.03%，板块个股方面也是一片飘红。以正邦科技为例，10月29日~11月3日，正邦科技的区间涨幅高达9.74%，跑赢行业。          11月3日，正邦科技接受了机构调研，富国基金、华安基金、国信弘盛创投、百年保险资管、承风金平私募基金、国泰君安、华安证券等27家机构现身其中。          此前，正邦科技（002157.SZ）披露了三季报。财报显示，今年前三季度，正邦科技实现营业收入399.71亿元，同比增长22.59%，实现归母净利润-76.27亿元。其中，在第三季度，公司实现营收132.92亿元，归母净利润-61.97亿元。          三大因素导致深度亏损与同行业可比公司一样，正邦科技此次的亏损，在很大程度上都归因于周期底部巨大的猪价下行压力。Wind数据显示，截至三季度末，22省市的生猪平均价格已经由年初的35.41元/千克跌至9月底的12.20元/千克，下降幅度高达65.55%。          数据来源：wind生猪价格的大跌直接导致了养猪企业的亏损。“由于非洲猪瘟疫情常态化带来的全行业防疫成本上升，叠加玉米等原料大幅涨价，养殖成本普遍上升，导致目前行业亏损情况比上一轮行业低谷期更为严重。”牧原股份称，就目前市场价格而言，全行业都在深度亏损。          事实确实如此。根据各大猪企三季报，牧原股份在第三季度亏损7.85亿元，温氏股份在第三季度亏损72.04亿元，在前三季度亏损97.01亿元；新希望在第三季度亏损29.86亿元，在前三季度亏损64.01亿元。此外，唐人神、天邦股份、新五丰、罗牛山等其他养猪行业上市公司也同样录得了不同程度的亏损。          具体如下所示：数据来源：wind，公司三季报；单位：亿元而对于整体出栏量位居行业前列的正邦科技来讲，猪价下行的影响无疑更甚。“1-9月份公司累计销售生猪1183.55万头，同比增长99.76%，其中仔猪销售115.31万头，商品猪1068.24万头。整体出栏量位于行业前列，这也使得公司在当前行业猪价低迷的市场环境下，承受业绩压力。第三季度生猪出栏483.87万头，环比增长9.5%，而第三季度随着猪价的进一步探底全行业均都进入深度亏损状态，公司单三季度公司生猪养殖板块亏损共计64.6亿元。”正邦科技表示。          除了猪价下行直接导致的业绩低迷外，淘汰低效母猪、资产减值计提也是导致公司三季度大幅亏损的重要原因。          据正邦科技介绍，为应对本轮周期底部，公司持续强化种群效能，处置了一些PSY在20以下的能繁母猪。整个三季度，正邦科技共缩减种猪共计60万头，损失18.35亿元，加大了公司业绩的亏损幅度。此外，受猪价持续下行的影响，公司在第三季度共计提了高达10.2亿元的存货跌价准备。          降本增效抵御周期寒冬在巨大的压力面前，正邦科技并没有坐以待毙，而是选择通过提升母猪效能降低饲料成本、加强精细化管理等措施进行降本增效。“今年以来，公司更加注重经营质量而非规模数量。因此所有的经营战略都围绕降本有序展开”。正邦科技表示。          具体来看，提升母猪效能方面，三季度，正邦科技主动淘汰了PSY在20以下的母猪，种群效能得到大幅提高。目前，公司PSY已经达到22，较为接近非瘟前水平。仔猪完全成本为580元/头，环比下降约3%。此外，正邦科技还指出，在未来，正邦科技还将继续通过海外引种发挥能效，为公司仔猪成本带来强有力的行业竞争力。          值得一提的是，目前正邦科技的能繁母猪保有量仍具有扩张弹性，这就为未来公司产能扩张与成本改善的同步推进提供了条件。数据显示，公司现有能繁母猪存栏量约100万头（二季度末约120万头），后备母猪存栏量约40万头（二季度末约70万头）。截至三季度末，公司已有母猪栏舍220万头产能，育肥栏舍1200万头，同时还储备了24万亩土地和环保指标，能够满足快速上量。          降低饲料成本方面，一方面，正邦科技会通过信息化系统及智能化设备的使用，不断提高饲喂的精确度，提升饲料的使用率；另一方面，公司专业的配方团队也会根据原料价格及时进行配方调整，提前做好优势原料的及时采购与替换使用，比如用小麦、糙米、稻谷、大麦等替代玉米并降低豆粕用量，进口木薯、米糠、棕榈粕等进口原料的使用，提高饲料转化率、同时使用促进生长的功能性原料或添加剂的营养方案等。          最后，精细化管理方面，针对“公司+农户”及自繁自养两种模式存在的弊端，正邦科技开发了邦繁宝、邦养宝、邦才宝、邦建宝四个APP，构建管理生态系统，通过信息化系统的应用补足各模式存有的短板（例如通过邦繁宝的指引操作和提示能够有效提升自繁自养下饲养员的专业水平、通过邦养宝的标准化流程监控能有效规避农户的道德风险等），真正落实精细化管控，提高整体生产效率。          开源节流确保资金安全在周期寒冬里，资金管理往往是猪企“保暖过冬”的头等大事。财报显示，第三季度，正邦科技经营性现金流由负转正，经营活动现金流净额为20.6亿（第二季度为-1.85亿），现金流状况有所好转。          当被问及相关原因时，正邦科技表示，一方面，公司在前期战略采购储备，使得当期原料付现减少；另一方面，公司前期进行了组织结构的调整，持续优化发展冗余人员，带来人员费用的大幅下降。此外，公司的资产减值和折旧摊销不计入现金流，但体现在当期的账面利润。          除此之外，正邦科技还指出，目前公司有较为充足的现金保障。具体来看，货币资金方面，三季度末，在前三度季度实施分红资金22亿元、回购资金5亿元后，公司货币资金存量仍有60.70亿元；银行授信方面，截止到9月底公司银行授信额度260亿元，未使用额度80亿元，后期将持续推动与更多金融机构合作提高授信额度。          与此同时，公司还通过债权融资、股权融资、控制资本支出等的方式进行开源节流。          具体来看，债权融资方面，正邦科技在今年9月成功发行了江西首个民营企业约4亿元人民币低利率的美元债，此后还将结合市场利率情况择机发行以供应商应收账款开展的ABS；股权融资方面，正邦科技指出，公司与各地政府组建产业基金，目前已成立的产业基金规模超30亿，未来也会持续探索和利用产业基金模式加强融资力度；节流方面，在产能建设上，在建工程能停则停、能缓则缓。财报显示，公司三季度在建工程和固定资产增速明显放缓，投资活动现金流净额-10.7亿（二季度为-30.8亿）；而在经营层面，公司一方面早于行业进行低效母猪淘汰，主动进行产能缩减，另一方面也在及时处置部分闲置及劣绩租赁场，减少未来租金支出。          值得注意的是，三季报显示，在猪价普遍下行的背景之下，正邦科技在三季度仍然获得了中信证券卓越成长股票集合资产管理计划等9家机构的逆势增持，增持数量合计高达1455.74万股。其中，中信证券卓越成长股票集合资产管理计划、金鹰智慧生活灵活配置混合型证券投资基金、平安鑫瑞混合型证券投资基金和南方东英MSCI中国A股国际通指数ETF四家还均为在三季度新进增持。,化学制药,农业，养殖业
"    11月12日丨恒瑞医药(600276,股吧)(600276.SH)公布，近日，公司收到国家药品监督管理局核准签发的《药品注册证书》。药品名称：注射用甲苯磺酸瑞马唑仑。          甲苯磺酸瑞马唑仑属于苯二氮类药物，是一种短效GABAa受体激动剂。甲苯磺酸瑞马唑仑通过与GABAa受体结合，抑制神经元活动，从而产生镇静作用。          公告称，甲苯磺酸瑞马唑仑的优势在于起效快、苏醒时间短、对呼吸及心血管系统影响小，在该品用于胃镜诊疗镇静的Ⅲ期研究中，甲苯磺酸瑞马唑仑组受试者的中位镇静诱导时间为90秒，中位镇静苏醒时间为6分钟；用于结肠镜诊疗镇静的Ⅲ期研究中，甲苯磺酸瑞马唑仑组受试者的中位镇静诱导时间为90秒，中位镇静苏醒时间为8分钟；上述临床试验中，甲苯磺酸瑞马唑仑组受试者低血压发生率为5.41%(24/444)，心动过缓发生率为1.13%(5/444)，呼吸抑制发生率为1.58%(7/444)。因此该品是相对安全、可控的麻醉/镇静药物。          截至目前，注射用甲苯磺酸瑞马唑仑相关项目累计已投入研发费用约为10,890万元。      ",化学制药,化学制药
    12月2日电，有投资者问，翰宇药业的鼻喷特效药，在政策特事特办下，有可能的情况下，不考虑技术障碍，最快多久能上市？          翰宇药业在互动平台表示，我司与中科院微生物所合作开发的多肽鼻喷剂新冠药物具体上市时间仍未明。      ,化学制药,生物制品
    1月18日电，有投资者问，董事长：提个建议，mrna新冠疫苗上市，能给投资者每持有一千股沃森配送一针疫苗吗？把配送的疫苗指标分发到各个城市，各个城市在接到沃森疫苗时优先给获得沃森配送疫苗的投资者开打。我就是科兴的疫苗一直没有打，社区天天来催，我都没有打，就是想等沃森的疫苗出来再打。希望沃森的疫苗早日上市？          沃森生物在互动平台表示，非常和宝贵建议。目前，公司新冠mRNA疫苗国际多中心三期临床试验的相关工作正在墨西哥、印度尼西亚、菲律宾、尼泊尔以及国内广西和云南同步展开。目前国内临床入组招募和接种已完成，国际临床正常推进中。      ,生物制品,生物制品
